"","V1","V2","V3"
"219",-495.747427943255,12.501,0.40725
"220",-498.084821092365,13.751,0.40725
"221",-499.764448513883,15.001,0.40725
"222",-501.179832412533,16.251,0.40725
"223",-502.280911506819,17.501,0.40725
"224",-503.063817414496,18.751,0.40725
"225",-506.56872045869,0.001,0.4385
"226",-291.524078684935,1.251,0.4385
"227",-428.954112254886,2.501,0.4385
"228",-468.816952871301,3.751,0.4385
"229",-480.018540678486,5.001,0.4385
"230",-479.115288955705,6.251,0.4385
"231",-481.977564517899,7.501,0.4385
"232",-485.959851006143,8.751,0.4385
"233",-490.074320941602,10.001,0.4385
"234",-493.258169066647,11.251,0.4385
"235",-495.897858396888,12.501,0.4385
"236",-497.700273354458,13.751,0.4385
"237",-499.153353849366,15.001,0.4385
"238",-500.254870432742,16.251,0.4385
"239",-501.136378446115,17.501,0.4385
"240",-501.700294480056,18.751,0.4385
"241",-506.56872045869,0.001,0.46975
"242",-304.724826952119,1.251,0.46975
"243",-435.157236616397,2.501,0.46975
"244",-465.730762747564,3.751,0.46975
"245",-480.420930162964,5.001,0.46975
"246",-478.931642828396,6.251,0.46975
"247",-482.63955000797,7.501,0.46975
"248",-486.83204731732,8.751,0.46975
"249",-490.477236407702,10.001,0.46975
"250",-493.290010443857,11.251,0.46975
"251",-495.49553396614,12.501,0.46975
"252",-497.097011340767,13.751,0.46975
"253",-498.224801208321,15.001,0.46975
"254",-499.115474641618,16.251,0.46975
"255",-499.856147512444,17.501,0.46975
"256",-500.399137812423,18.751,0.46975
