"","V1","V2","V3"
"1",-506.56872045869,0.001,0.001
"2",-506.56872045869,1.251,0.001
"3",-506.56872045869,2.501,0.001
"4",-506.56872045869,3.751,0.001
"5",-506.56872045869,5.001,0.001
"6",-506.56872045869,6.251,0.001
"7",-506.56872045869,7.501,0.001
"8",-506.56872045869,8.751,0.001
"9",-506.56872045869,10.001,0.001
"10",-506.56872045869,11.251,0.001
"11",-506.56872045869,12.501,0.001
"12",-506.56872045869,13.751,0.001
"13",-506.56872045869,15.001,0.001
"14",-506.56872045869,16.251,0.001
"15",-506.56872045869,17.501,0.001
"16",-506.56872045869,18.751,0.001
"17",-506.56872045869,0.001,0.03225
"18",-506.56872045869,1.251,0.03225
"19",-506.56872045869,2.501,0.03225
"20",-506.56872045869,3.751,0.03225
"21",-506.56872045869,5.001,0.03225
"22",-506.56872045869,6.251,0.03225
"23",-506.56872045869,7.501,0.03225
"24",-506.56872045869,8.751,0.03225
"25",-296.609762377639,10.001,0.03225
"26",-270.670704053889,11.251,0.03225
"27",-260.109975104679,12.501,0.03225
"28",-259.06800733098,13.751,0.03225
"29",-264.568140334085,15.001,0.03225
"30",-275.016361594711,16.251,0.03225
"31",-286.981435857259,17.501,0.03225
"32",-303.157435760019,18.751,0.03225
"33",-506.56872045869,0.001,0.0635
"34",-506.56872045869,1.251,0.0635
"35",-506.56872045869,2.501,0.0635
"36",-506.56872045869,3.751,0.0635
"37",-312.709543889022,5.001,0.0635
"38",-261.87890026401,6.251,0.0635
"39",-262.955937309121,7.501,0.0635
"40",-288.164150194232,8.751,0.0635
"41",-313.471122015764,10.001,0.0635
"42",-343.000538026334,11.251,0.0635
"43",-373.749969309125,12.501,0.0635
"44",-394.840031423175,13.751,0.0635
"45",-411.745891015903,15.001,0.0635
"46",-429.46837453498,16.251,0.0635
"47",-438.481020327216,17.501,0.0635
"48",-448.152025502308,18.751,0.0635
"49",-506.56872045869,0.001,0.09475
"50",-506.56872045869,1.251,0.09475
"51",-388.343111372521,2.501,0.09475
"52",-274.925817196502,3.751,0.09475
"53",-263.163330302647,5.001,0.09475
"54",-302.436053704909,6.251,0.09475
"55",-341.517510732959,7.501,0.09475
"56",-384.487491405631,8.751,0.09475
"57",-410.51797245039,10.001,0.09475
"58",-431.682501867636,11.251,0.09475
"59",-447.245719865986,12.501,0.09475
"60",-462.257807268523,13.751,0.09475
"61",-469.224680290072,15.001,0.09475
"62",-478.775808539439,16.251,0.09475
"63",-480.49483248905,17.501,0.09475
"64",-482.952016193617,18.751,0.09475
"65",-506.56872045869,0.001,0.126
"66",-506.56872045869,1.251,0.126
"67",-311.285840028276,2.501,0.126
"68",-263.476535384081,3.751,0.126
"69",-312.64458059456,5.001,0.126
"70",-370.620860403556,6.251,0.126
"71",-409.164714195758,7.501,0.126
"72",-435.882712379504,8.751,0.126
"73",-455.057428684035,10.001,0.126
"74",-468.260512854813,11.251,0.126
"75",-480.435820354002,12.501,0.126
"76",-480.820532008207,13.751,0.126
"77",-483.920405099551,15.001,0.126
"78",-486.817499488072,16.251,0.126
"79",-487.222837887229,17.501,0.126
"80",-487.154806192052,18.751,0.126
"81",-506.56872045869,0.001,0.15725
"82",-506.56872045869,1.251,0.15725
"83",-265.256594700939,2.501,0.15725
"84",-302.597607288423,3.751,0.15725
"85",-369.751826993388,5.001,0.15725
"86",-415.413480822266,6.251,0.15725
"87",-444.579407149531,7.501,0.15725
"88",-464.193788356438,8.751,0.15725
"89",-479.179893807373,10.001,0.15725
"90",-480.681734264879,11.251,0.15725
"91",-483.986917289042,12.501,0.15725
"92",-489.872169639041,13.751,0.15725
"93",-486.378884546055,15.001,0.15725
"94",-486.586497149963,16.251,0.15725
"95",-486.966074596966,17.501,0.15725
"96",-487.739890177024,18.751,0.15725
"97",-506.56872045869,0.001,0.1885
"98",-394.217909886328,1.251,0.1885
"99",-263.728739636379,2.501,0.1885
"100",-340.530842752062,3.751,0.1885
"101",-406.826325847508,5.001,0.1885
"102",-443.36697270366,6.251,0.1885
"103",-466.10550242606,7.501,0.1885
"104",-476.941254897456,8.751,0.1885
"105",-481.492259869594,10.001,0.1885
"106",-485.875019171941,11.251,0.1885
"107",-485.498032991195,12.501,0.1885
"108",-485.779822074904,13.751,0.1885
"109",-486.584717133478,15.001,0.1885
"110",-487.855634262074,16.251,0.1885
"111",-489.590402344483,17.501,0.1885
"112",-491.336237755669,18.751,0.1885
"113",-506.56872045869,0.001,0.21975
"114",-362.081311198769,1.251,0.21975
"115",-289.999959841626,2.501,0.21975
"116",-382.507057580817,3.751,0.21975
"117",-436.403417153679,5.001,0.21975
"118",-463.633020914143,6.251,0.21975
"119",-475.836704360814,7.501,0.21975
"120",-480.702256123787,8.751,0.21975
"121",-486.345630762197,10.001,0.21975
"122",-484.759991126204,11.251,0.21975
"123",-485.296529820273,12.501,0.21975
"124",-486.543055735056,13.751,0.21975
"125",-488.617459941755,15.001,0.21975
"126",-491.250873371312,16.251,0.21975
"127",-493.674948953989,17.501,0.21975
"128",-496.363244383266,18.751,0.21975
"129",-506.56872045869,0.001,0.251
"130",-320.703763044152,1.251,0.251
"131",-312.336867294393,2.501,0.251
"132",-404.04603726741,3.751,0.251
"133",-449.430191865618,5.001,0.251
"134",-472.978542004062,6.251,0.251
"135",-478.689425199458,7.501,0.251
"136",-484.849711332864,8.751,0.251
"137",-483.948315635511,10.001,0.251
"138",-484.882170096532,11.251,0.251
"139",-486.528116516965,12.501,0.251
"140",-488.889845401155,13.751,0.251
"141",-492.038366859951,15.001,0.251
"142",-495.138327690539,16.251,0.251
"143",-498.023746922333,17.501,0.251
"144",-500.555006019387,18.751,0.251
"145",-506.56872045869,0.001,0.28225
"146",-287.425571976305,1.251,0.28225
"147",-339.371770079562,2.501,0.28225
"148",-423.864332516093,3.751,0.28225
"149",-462.727678683365,5.001,0.28225
"150",-475.455942685996,6.251,0.28225
"151",-481.22028190584,7.501,0.28225
"152",-483.006440324884,8.751,0.28225
"153",-483.907394562425,10.001,0.28225
"154",-485.956050849977,11.251,0.28225
"155",-488.795920330565,12.501,0.28225
"156",-491.986688537951,13.751,0.28225
"157",-495.211838083605,15.001,0.28225
"158",-498.213113594834,16.251,0.28225
"159",-501.007415774415,17.501,0.28225
"160",-503.221871524436,18.751,0.28225
"161",-506.56872045869,0.001,0.3135
"162",-269.707226848324,1.251,0.3135
"163",-364.485854858588,2.501,0.3135
"164",-442.38467273019,3.751,0.3135
"165",-470.634776463097,5.001,0.3135
"166",-477.444844045727,6.251,0.3135
"167",-482.033450536425,7.501,0.3135
"168",-482.758667765133,8.751,0.3135
"169",-484.830748286061,10.001,0.3135
"170",-488.021174014305,11.251,0.3135
"171",-491.323592403071,12.501,0.3135
"172",-494.776224091652,13.751,0.3135
"173",-497.81040998997,15.001,0.3135
"174",-500.40948846946,16.251,0.3135
"175",-502.561516330641,17.501,0.3135
"176",-504.375178810542,18.751,0.3135
"177",-506.56872045869,0.001,0.34475
"178",-264.207014164402,1.251,0.34475
"179",-389.486248527633,2.501,0.34475
"180",-448.597047670764,3.751,0.34475
"181",-472.241301554512,5.001,0.34475
"182",-479.240030003224,6.251,0.34475
"183",-481.402945347674,7.501,0.34475
"184",-483.144392269829,8.751,0.34475
"185",-486.169702249202,10.001,0.34475
"186",-489.837836173595,11.251,0.34475
"187",-493.607619464699,12.501,0.34475
"188",-496.835932592562,13.751,0.34475
"189",-499.290699049529,15.001,0.34475
"190",-501.476293464807,16.251,0.34475
"191",-503.136117912582,17.501,0.34475
"192",-504.458113617098,18.751,0.34475
"193",-506.56872045869,0.001,0.376
"194",-268.143282024261,1.251,0.376
"195",-398.813426698673,2.501,0.376
"196",-457.115606619413,3.751,0.376
"197",-473.555872857388,5.001,0.376
"198",-484.316777586434,6.251,0.376
"199",-481.244366319762,7.501,0.376
"200",-484.091682725462,8.751,0.376
"201",-487.765929203742,10.001,0.376
"202",-491.652623485919,11.251,0.376
"203",-494.953919557559,12.501,0.376
"204",-497.743056419881,13.751,0.376
"205",-499.934816140147,15.001,0.376
"206",-501.593296018562,16.251,0.376
"207",-502.871291911468,17.501,0.376
"208",-504.024869916023,18.751,0.376
"209",-506.56872045869,0.001,0.40725
"210",-282.910779169147,1.251,0.40725
"211",-410.279260372138,2.501,0.40725
"212",-464.120685252931,3.751,0.40725
"213",-474.54948899321,5.001,0.40725
"214",-479.495983343512,6.251,0.40725
"215",-481.575135097835,7.501,0.40725
"216",-485.0814061817,8.751,0.40725
"217",-489.045215594567,10.001,0.40725
