"","V1","V2","V3"
"1",-506.56872045869,0.001,0.001
"2",-506.56872045869,1.251,0.001
"3",-506.56872045869,2.501,0.001
"4",-506.56872045869,3.751,0.001
"5",-506.56872045869,5.001,0.001
"6",-506.56872045869,6.251,0.001
"7",-506.56872045869,7.501,0.001
"8",-506.56872045869,8.751,0.001
"9",-506.56872045869,10.001,0.001
"10",-506.56872045869,11.251,0.001
"11",-506.56872045869,12.501,0.001
"12",-506.56872045869,13.751,0.001
"13",-506.56872045869,15.001,0.001
"14",-506.56872045869,16.251,0.001
"15",-506.56872045869,17.501,0.001
"16",-506.56872045869,18.751,0.001
"17",-506.56872045869,0.001,0.03225
"18",-506.56872045869,1.251,0.03225
"19",-506.56872045869,2.501,0.03225
"20",-506.56872045869,3.751,0.03225
"21",-506.56872045869,5.001,0.03225
"22",-506.56872045869,6.251,0.03225
"23",-506.56872045869,7.501,0.03225
"24",-506.56872045869,8.751,0.03225
"25",-287.213600819091,10.001,0.03225
"26",-270.899254006425,11.251,0.03225
"27",-265.987626541379,12.501,0.03225
"28",-266.203524710266,13.751,0.03225
"29",-274.019887254672,15.001,0.03225
"30",-287.980269791223,16.251,0.03225
"31",-299.148534241321,17.501,0.03225
"32",-312.890979361779,18.751,0.03225
"33",-506.56872045869,0.001,0.0635
"34",-506.56872045869,1.251,0.0635
"35",-506.56872045869,2.501,0.0635
"36",-506.56872045869,3.751,0.0635
"37",-309.819882021528,5.001,0.0635
"38",-266.348888765735,6.251,0.0635
"39",-272.248119400092,7.501,0.0635
"40",-296.832782217111,8.751,0.0635
"41",-323.07697957743,10.001,0.0635
"42",-354.846585177363,11.251,0.0635
"43",-386.260514325075,12.501,0.0635
"44",-413.476049458583,13.751,0.0635
"45",-433.509008510286,15.001,0.0635
"46",-453.96415193429,16.251,0.0635
"47",-464.521996400951,17.501,0.0635
"48",-473.410036689757,18.751,0.0635
"49",-506.56872045869,0.001,0.09475
"50",-506.56872045869,1.251,0.09475
"51",-408.396449609062,2.501,0.09475
"52",-272.769736914522,3.751,0.09475
"53",-271.236408410927,5.001,0.09475
"54",-311.319265116322,6.251,0.09475
"55",-353.278108469742,7.501,0.09475
"56",-402.159776358464,8.751,0.09475
"57",-431.837203920273,10.001,0.09475
"58",-456.363739282955,11.251,0.09475
"59",-472.024346531007,12.501,0.09475
"60",-485.097276677734,13.751,0.09475
"61",-490.231186605955,15.001,0.09475
"62",-497.826850333061,16.251,0.09475
"63",-499.61145600562,17.501,0.09475
"64",-501.591302520211,18.751,0.09475
"65",-506.56872045869,0.001,0.126
"66",-506.56872045869,1.251,0.126
"67",-309.015116327105,2.501,0.126
"68",-271.477122914654,3.751,0.126
"69",-323.333428400667,5.001,0.126
"70",-386.051718882084,6.251,0.126
"71",-429.925337948298,7.501,0.126
"72",-460.94647547904,8.751,0.126
"73",-478.660758119024,10.001,0.126
"74",-489.707613967683,11.251,0.126
"75",-502.052004759395,12.501,0.126
"76",-500.748342940097,13.751,0.126
"77",-503.115870377013,15.001,0.126
"78",-506.056575925459,16.251,0.126
"79",-506.56872045869,17.501,0.126
"80",-506.56872045869,18.751,0.126
"81",-506.56872045869,0.001,0.15725
"82",-506.56872045869,1.251,0.15725
"83",-271.906075172165,2.501,0.15725
"84",-311.122926073602,3.751,0.15725
"85",-384.747054340769,5.001,0.15725
"86",-437.57651104064,6.251,0.15725
"87",-475.036996758362,7.501,0.15725
"88",-487.179603815884,8.751,0.15725
"89",-500.166630998266,10.001,0.15725
"90",-500.772889206165,11.251,0.15725
"91",-504.239520363187,12.501,0.15725
"92",-510.419187857413,13.751,0.15725
"93",-506.56872045869,15.001,0.15725
"94",-506.56872045869,16.251,0.15725
"95",-506.56872045869,17.501,0.15725
"96",-506.56872045869,18.751,0.15725
"97",-506.56872045869,0.001,0.1885
"98",-404.970416905504,1.251,0.1885
"99",-272.217663461572,2.501,0.1885
"100",-352.267342278592,3.751,0.1885
"101",-427.142256769982,5.001,0.1885
"102",-471.342315365985,6.251,0.1885
"103",-489.188319489712,7.501,0.1885
"104",-498.189008938493,8.751,0.1885
"105",-502.372204456291,10.001,0.1885
"106",-506.68513225746,11.251,0.1885
"107",-506.56872045869,12.501,0.1885
"108",-506.56872045869,13.751,0.1885
"109",-506.56872045869,15.001,0.1885
"110",-506.56872045869,16.251,0.1885
"111",-506.56872045869,17.501,0.1885
"112",-506.56872045869,18.751,0.1885
"113",-506.56872045869,0.001,0.21975
"114",-366.376341815925,1.251,0.21975
"115",-298.236857603515,2.501,0.21975
"116",-398.64645476464,3.751,0.21975
"117",-457.409274876501,5.001,0.21975
"118",-487.020261326484,6.251,0.21975
"119",-498.018507956783,7.501,0.21975
"120",-502.540471627717,8.751,0.21975
"121",-509.357934926525,10.001,0.21975
"122",-506.56872045869,11.251,0.21975
"123",-506.56872045869,12.501,0.21975
"124",-506.56872045869,13.751,0.21975
"125",-506.56872045869,15.001,0.21975
"126",-506.56872045869,16.251,0.21975
"127",-506.56872045869,17.501,0.21975
"128",-506.56872045869,18.751,0.21975
"129",-506.56872045869,0.001,0.251
"130",-331.963633630537,1.251,0.251
"131",-322.858798631703,2.501,0.251
"132",-424.458801717561,3.751,0.251
"133",-475.406552907561,5.001,0.251
"134",-496.120780116778,6.251,0.251
"135",-501.418236290864,7.501,0.251
"136",-507.689258183804,8.751,0.251
"137",-506.56872045869,10.001,0.251
"138",-506.56872045869,11.251,0.251
"139",-506.56872045869,12.501,0.251
"140",-506.56872045869,13.751,0.251
"141",-506.56872045869,15.001,0.251
"142",-506.56872045869,16.251,0.251
"143",-506.56872045869,17.501,0.251
"144",-506.56872045869,18.751,0.251
"145",-506.56872045869,0.001,0.28225
"146",-292.681535617964,1.251,0.28225
"147",-351.636808433436,2.501,0.28225
"148",-447.15138746548,3.751,0.28225
"149",-487.486602134739,5.001,0.28225
"150",-498.87284986507,6.251,0.28225
"151",-505.01830968329,7.501,0.28225
"152",-506.56872045869,8.751,0.28225
"153",-506.56872045869,10.001,0.28225
"154",-506.56872045869,11.251,0.28225
"155",-506.56872045869,12.501,0.28225
"156",-506.56872045869,13.751,0.28225
"157",-506.56872045869,15.001,0.28225
"158",-506.56872045869,16.251,0.28225
"159",-506.56872045869,17.501,0.28225
"160",-506.56872045869,18.751,0.28225
"161",-506.56872045869,0.001,0.3135
"162",-277.407205411051,1.251,0.3135
"163",-379.765958778401,2.501,0.3135
"164",-463.876202336077,3.751,0.3135
"165",-499.695794410984,5.001,0.3135
"166",-501.695380606362,6.251,0.3135
"167",-506.56872045869,7.501,0.3135
"168",-506.56872045869,8.751,0.3135
"169",-506.56872045869,10.001,0.3135
"170",-506.56872045869,11.251,0.3135
"171",-506.56872045869,12.501,0.3135
"172",-506.56872045869,13.751,0.3135
"173",-506.56872045869,15.001,0.3135
"174",-506.56872045869,16.251,0.3135
"175",-506.56872045869,17.501,0.3135
"176",-506.56872045869,18.751,0.3135
"177",-506.56872045869,0.001,0.34475
"178",-272.132025724202,1.251,0.34475
"179",-407.04492159822,2.501,0.34475
"180",-476.108636413651,3.751,0.34475
"181",-497.316708626679,5.001,0.34475
"182",-504.608422789938,6.251,0.34475
"183",-506.56872045869,7.501,0.34475
"184",-506.56872045869,8.751,0.34475
"185",-506.56872045869,10.001,0.34475
"186",-506.56872045869,11.251,0.34475
"187",-506.56872045869,12.501,0.34475
"188",-506.56872045869,13.751,0.34475
"189",-506.56872045869,15.001,0.34475
"190",-506.56872045869,16.251,0.34475
"191",-506.56872045869,17.501,0.34475
"192",-506.56872045869,18.751,0.34475
"193",-506.56872045869,0.001,0.376
"194",-276.047245934084,1.251,0.376
"195",-418.709070570099,2.501,0.376
"196",-488.417893464986,3.751,0.376
"197",-499.544078998493,5.001,0.376
"198",-510.864742380438,6.251,0.376
"199",-506.56872045869,7.501,0.376
"200",-506.56872045869,8.751,0.376
"201",-506.56872045869,10.001,0.376
"202",-506.56872045869,11.251,0.376
"203",-506.56872045869,12.501,0.376
"204",-506.56872045869,13.751,0.376
"205",-506.56872045869,15.001,0.376
"206",-506.56872045869,16.251,0.376
"207",-506.56872045869,17.501,0.376
"208",-506.56872045869,18.751,0.376
"209",-506.56872045869,0.001,0.40725
"210",-290.216977189115,1.251,0.40725
"211",-431.488512113351,2.501,0.40725
"212",-491.320055383045,3.751,0.40725
"213",-501.662949317107,5.001,0.40725
"214",-506.56872045869,6.251,0.40725
"215",-506.56872045869,7.501,0.40725
"216",-506.56872045869,8.751,0.40725
"217",-506.56872045869,10.001,0.40725
